input:survey_PMPS_density_map_radec,input:survey_SMPS_density_map_radec,input:survey_HTRU_density_map_radec,input:survey_xray_density_map_radec,input:survey_PMPS_velocity_vra_map_radec,input:survey_SMPS_velocity_vra_map_radec,input:survey_HTRU_velocity_vra_map_radec,input:survey_xray_velocity_vra_map_radec,input:survey_PMPS_velocity_vdec_map_radec,input:survey_SMPS_velocity_vdec_map_radec,input:survey_HTRU_velocity_vdec_map_radec,input:survey_xray_velocity_vdec_map_radec,input:survey_PMPS_density_map_ppdot,input:survey_SMPS_density_map_ppdot,input:survey_HTRU_density_map_ppdot,input:survey_xray_density_map_ppdot,input:survey_PMPS_flux_map_ppdot,input:survey_SMPS_flux_map_ppdot,input:survey_HTRU_flux_map_ppdot,input:survey_xray_flux_map_ppdot
data/example_generator_observed/survey_PMPS_density_map_radec_0.npy,data/example_generator_observed/survey_SMPS_density_map_radec_0.npy,data/example_generator_observed/survey_HTRU_density_map_radec_0.npy,data/example_generator_observed/survey_xray_density_map_radec_0.npy,,,,,,,,,data/example_generator_observed/survey_PMPS_density_map_ppdot_0.npy,data/example_generator_observed/survey_SMPS_density_map_ppdot_0.npy,data/example_generator_observed/survey_HTRU_density_map_ppdot_0.npy,data/example_generator_observed/survey_xray_density_map_ppdot_0.npy,data/example_generator_observed/survey_PMPS_flux_map_ppdot_0.npy,data/example_generator_observed/survey_SMPS_flux_map_ppdot_0.npy,data/example_generator_observed/survey_HTRU_flux_map_ppdot_0.npy,data/example_generator_observed/survey_xray_flux_map_ppdot_0.npy
