,Unnamed: 0_level_0,age,r,phi,z,v_r,v_phi,v_z
91,2057335,601.7759052080609,14.442689723381346,7.88856233175776,0.07469140853259441,-228.96667959675395,-227.50441615693381,97.83236544365936
92,2077705,590.9464148683218,7.800325587444401,6.927959158615744,0.4105456795076989,84.45474476119591,-331.2466367379785,8.541430651678414
93,2093859,883.3550339695511,4.431861650933842,3.33254872513555,-0.061950743893075186,-143.79385705643344,-379.09908937310877,-7.002876653706857
94,2102860,483.0532132068625,15.655677784349118,12.496583299479887,-0.25011107138741656,-245.49338441472582,-383.94722215372116,-538.3139772142475
95,2119158,951.5449628125774,7.505202685996608,8.263926644125346,-0.004412303330606293,130.96373386964336,-343.8234832856212,12.788084275151384
96,2140600,265.74861908588383,1.2247528997240311,-0.9446748922334741,-0.05090264830685188,0.12177686572383767,45.996124160287934,-39.25812121140647
97,2177971,959.632896783287,6.921154364818486,4.27948036376824,0.2648473740079946,80.18778454701909,-437.9407163400844,658.5816080047888
98,2246741,72.84041435727823,6.572678125709249,5.7257503539687225,0.005894585522011483,-116.39914121160677,-870.8102661545345,362.5416974906971
99,2250447,386.46376560713264,8.512493845369242,10.696822529340274,-0.3651887401374648,270.9653440345012,-364.31813134384385,7.808903411079602
100,2272289,869.5809778869267,3.012770589975518,3.3799945332378947,-0.13277305969692452,773.0198880188916,-249.92066184451255,220.58916650209943
101,2288479,172.43700325956868,7.001201491366363,7.4932625223035885,-0.13194066736665253,-538.5302473238002,-530.0419551705278,417.07465069364713
102,2289385,294.05033429058517,10.400269218141796,11.576977123619432,0.028019313688983145,629.8413886293104,-219.3710832633155,-53.76874200594256
103,2317430,205.40550938529663,6.706032978466245,7.421265924481764,-0.07119020636310958,-596.848158261801,-188.71143453570932,-19.90661273340049
104,2351417,305.02403236046814,13.895873164045634,8.018734675016983,-0.7833775153308165,268.7794291429871,-717.6608126521935,-3.2345451718634535
105,2362081,580.2630998632492,4.349709487931712,3.97512955547026,-0.2903991273401568,98.22377691623316,-152.64391351788814,-49.63244039553039
106,2425572,544.7200121998128,5.109678576233884,8.292660614600674,-0.1720008406116771,-559.317267469493,254.78565290942012,-85.81321012707139
107,2449738,8.282947730139242,4.68413082771022,6.0735931300800505,0.06896039093460146,110.07709144157772,-309.62854032944017,-434.81646502994255
108,2453167,142.13932570181498,3.4307531729538367,0.8639204898948192,-0.3067201272345009,-6.494431336737014,235.53484196830186,163.2325600395863
109,2462946,802.1629775410225,8.570965691520032,6.3626424944416575,0.3520464350367331,-75.57744406496434,-331.1586845278352,512.9920684710186
110,2466663,136.00953295627843,2.674521609161289,0.5778343973321984,-0.11143476172157224,-351.8005190639955,-249.6619949689169,72.5449854405494
111,2467885,968.7300507156099,7.1177745025015655,5.603889630184775,-0.07049427017536435,-363.98854104946633,-381.25224720661913,-213.43637108054023
112,2529331,56.92237741270762,3.612379512272273,5.82675588820848,-0.4059414908722132,11.246700965764818,9.575127126414436,-66.64752505888382
113,2540226,100.07090809210163,7.912143572328116,5.754923544032844,0.040586161458876606,484.8427903412299,-113.83293935435036,236.4931182045079
114,2544553,520.2889609980684,2.192394249643018,4.297508106781485,0.06672609060386914,-192.50716402306568,-619.2331165901636,-151.51066893458758
115,2545670,555.4372293956973,5.9554892239964605,8.860505738858429,-0.09742054222069783,-375.86706812516456,-270.4385939636347,-20.748160738015105
116,2548859,791.9338008493016,8.207073198728331,8.25057455349012,-0.0701188229444933,113.07004425783263,-60.292919818131544,35.31816191100313
117,2562636,577.828186940103,2.4083644495337877,5.566039444964683,0.061973152153065016,104.87854392455627,-322.2999646523748,-136.97916308120597
118,2572557,589.6640042009398,6.857355091907989,7.598376128606177,-0.17873135223323847,-608.6330962829041,-545.4725933817389,253.1574084930751
119,2643182,51.2814656262826,8.49544686013783,6.648001651933225,0.17213742277793773,-796.2530689179559,30.77776205777833,-57.17593464178364
120,2662236,464.33834398837934,7.56767717780066,4.989202564320634,-0.002747654934465133,-270.0900389389514,-304.8920652427135,98.63805003020563
121,2747583,278.98350582380283,7.997710766327501,1.074197741194575,-0.0023196440267192245,208.82550723334947,-335.156168765279,-235.688737766376
122,2804960,488.52499031824465,4.817772578382251,3.472622270449266,0.061779434350992264,28.520841163369823,-315.7069463741277,289.68475551645
123,2810822,146.1577102800578,15.258784619785976,11.8778498998101,-0.07675837239038931,-157.1654795782064,-38.633087352875926,-361.7384743844641
124,2811793,885.353343295617,9.656400992555712,6.698780747533465,-0.08142657816128786,195.9573976666875,-510.2111293976402,77.63058575851504
125,2823571,379.1834947393657,5.948015266896879,7.01773610978646,0.0007919948268714804,-68.54238228442685,318.06599457476375,-41.961953968604504
126,2884635,194.16270475257923,5.467283534184542,6.856671939158034,0.03952009998348115,116.09402663915648,-130.8277004090315,35.303158445190576
127,2912773,693.873790540109,15.703472328745432,12.052394992092971,-0.4308451470276627,124.69103561104427,-496.7238132065757,-130.04663040707487
128,2917513,641.1928662330317,8.219477584132534,5.903383422742608,-0.00907597056808229,144.34996198261322,-333.2125342562223,13.0572456681844
129,2930306,414.94410819037176,5.568064144091679,3.7642594845748047,0.01226920959747174,-23.036994187725274,161.57065496852977,81.99506567422993
130,2946024,793.93129710319,4.8104990286387626,8.384002459838822,0.3310603502927775,-283.35395386191806,-488.2001373643048,197.0191942792845
131,2950413,444.93049195948953,9.179845894782547,7.797471447715916,-0.05079215630230901,403.76637519531744,-524.0381541911736,-323.7354985936066
132,2973327,910.0856194952678,8.221217882539033,9.869627152742323,0.08995015386914072,244.05337432278614,83.74363661935917,-206.5328038135393
133,2999339,715.5525499413452,8.657748638645314,5.4628881321335525,-0.002095374614944885,40.177406185704825,79.73765087410251,254.26701164518784
134,3005080,929.9499231052373,15.387186279119101,9.73700525241113,0.0043351510893011895,-294.83893286935444,-288.1258233105416,83.137952619543
135,3009188,409.34826124577796,3.5758241921422087,1.4925356342275158,-0.014733821838106441,-78.68862545145731,56.92000927993504,-589.9306715629085
136,3027479,453.2198814251449,7.329087163512332,6.55814579023356,0.0282126994898479,-257.80470382931424,-150.56342629636626,565.3729576176028
137,3041139,665.6524287119602,17.742911865842427,13.737247275447798,0.059970902050982364,-195.04790255519922,-165.24090186739025,108.6279855174676
138,3050655,761.6488071324519,16.267423936447088,10.490723946984273,-0.2670057680811527,-389.65914905567564,187.76661226706085,127.41454107788091
139,3074617,3.3136259885106045,5.657107892326922,8.493170000263731,-0.0437701098197188,-583.4645445792213,-295.2621399409845,79.36680528455724
140,3087196,156.9914977378195,7.949595517089349,4.577728254672988,-0.026271454112683286,5.693237122635244,-455.0738237883004,95.83674546449356
141,3150204,972.7563457580127,4.942488670940106,2.9530960381926614,0.1511242768038227,-202.1010622471624,-559.2554274351861,738.1721846737616
142,3169631,495.8614207468795,4.993988252987761,3.3585710739990384,0.02286073351389131,-86.6129264323646,-380.69785647783635,190.28790695172538
143,3171909,95.11397312495905,5.282180982070781,5.3001706363601295,-0.05343839164424696,-291.05888941885445,22.38545297037652,189.86596236569775
144,3202118,160.67002543909382,5.8487968279048,3.733619629281686,0.2471576306989413,238.7585061007124,-200.3000902589421,-213.38677860338848
145,3208775,600.1057159463875,4.869418084957228,3.1411220024206616,0.6452917221548268,18.533201303338878,-303.30156904273343,137.45548276081615
146,3270412,266.7512052125706,11.290758069524115,11.84150507598839,-0.13331688326039007,143.37799548603232,-65.94509002095268,86.09169765016544
147,3273358,295.27615267991,4.0502782027269815,3.0444372694323425,-0.4297548143488896,-114.18481494151865,-175.03772272447904,-310.76028374777195
148,3273868,79.78570902267914,6.42082055854917,3.4892919538112097,-0.0008962411602824289,13.043480262254803,-271.79055743729623,151.27205404941913
149,3291628,168.32352115819054,16.181227867306767,13.482118696338794,0.03555765854490905,244.5122999494207,-114.32978642622273,-25.08856635648666
150,3322534,332.692617222597,14.5505363600277,11.110591538224364,0.2910229066380113,-33.86385717273877,-242.85242491916202,-252.14198771941986
151,3469029,7.818236208583641,4.975427062491849,3.2794716404181283,0.17492871298444165,234.7721321428397,19.44892864994957,67.74139075163303
152,3495640,603.5590184815471,8.962546393241771,8.038401039062737,0.11933068213515935,211.04767575301628,-495.66570434688487,-116.4294067845928
153,3510428,84.51325049374191,5.958845882841437,4.674937411007698,-0.2383350834425632,153.49455553543729,-91.96311112461755,269.96675151324666
154,3514996,922.6198548497628,15.880256608147251,9.872221242930136,-0.06476287252585403,-189.66002542277738,-279.57773066240946,606.9646726933827
155,3578435,507.79804442146525,17.665101276693736,14.034015378148416,-0.039551618841651,-298.75885913518107,-321.1430882470347,284.00625581036064
156,3605259,307.6132792522704,12.756675807421992,6.934800187939143,-0.14933008339956474,-349.78027919036316,-70.31228902764795,-568.3993384745105
157,3647616,290.66058995853666,5.034693606070033,3.8765300815740873,0.04928924596056823,107.67714887999053,-410.0779926926572,28.941103913013396
158,3653307,522.422252323605,10.123769520515097,5.8479865774137725,0.14096390628471586,224.59178057701982,90.56326808985963,83.03723769875543
159,3747184,1.0849699413862892,1.2271563870805478,-0.5676866515110001,0.5170562418804654,-49.88865425054056,-139.65856974390022,50.54593410561417
160,3798471,915.2526424910814,4.615362090162295,3.7776560912786583,-0.02740623356164821,-182.17409568156998,93.79807856685363,-244.6167509814076
161,3803823,447.0580696660861,10.396988971613442,5.858564213239907,-0.06779892204075416,131.81700866076804,-237.47251502461583,-40.60797519560343
162,3804076,108.59620283348123,9.39221761167599,10.987709903574679,0.020431889316798672,351.26788276618845,33.14772913674344,15.015687347553046
163,3850495,393.65945993327415,4.519295495811915,8.132099823174816,-0.22611071963436,-237.293600412464,-581.0066863162467,199.69218323913933
164,3888575,313.1383313860273,6.054450181860336,8.412169061466063,0.031237024003570736,357.9690681866113,-89.97602181278894,85.19357063934063
165,3897419,934.8728377748712,2.6654804606079505,6.571591440226568,-0.0155579380853807,-27.075854842900572,66.67974817303839,-221.38529205597885
166,3925722,502.2767248648185,12.042663378460688,6.7707067562670105,-0.2648836315739142,44.301092128664294,-378.2793956257705,211.69099331232115
167,4018315,611.9990989384015,9.037162396033825,6.591451068797205,0.06789351727216021,333.5011273268345,-411.44894938003563,-184.0154820061293
168,4042767,675.4910151033661,10.784136503826463,7.930692483573632,0.0948475000137801,-111.13335905452709,-470.6139758019397,-197.73327955476884
169,4043991,418.78072140800316,7.519508608181278,9.169804266717607,0.182367524763295,-267.94302162361936,-203.63972061657643,308.9415527609023
170,4063334,108.00176315334153,6.393496066314555,9.597474564182251,-0.13510797466445718,-54.72088490846762,-466.49197526435313,274.9405133323584
171,4074091,757.6472741040062,4.474689226332551,8.171875286079464,0.4351061208422535,-62.31688148755735,-429.33221366322863,177.91149395018883
172,4080555,846.6215665829457,4.257818045872887,7.153120827582872,0.15786771093521573,64.48650488366307,-107.2373962470656,-127.65335440766279
173,4099614,197.20788187668688,2.467537699490729,0.790779854838669,0.3813284848391988,53.98783767737425,-620.6673379237367,-245.31473002635957
174,4103563,999.1279959545534,6.535323214194152,8.933610366487205,-0.32331683460226024,175.8510078615771,-272.9881787867826,-444.13116447888183
175,4160227,969.2118873120903,4.925663604527366,5.498778941051139,0.1207681594427774,461.48666299597124,34.17941635083827,218.8334141399589
176,4177977,429.20275415208937,8.80880705810201,6.233001543446764,-0.14390164497543487,-141.8616405008415,-262.62709984220317,25.53195947487262
177,4184614,968.905821722269,8.000204334596134,9.415852532833199,0.09226353541268134,522.5235663560338,-429.6504333641674,152.05001621163314
178,4188643,587.8638632729233,12.436618934050946,8.839424326583934,0.3934923407629656,40.50185560475615,-163.48704594864455,3.1875441773477746
179,4230557,938.5489710185208,11.106101048202785,9.64595229898199,-0.3405483025550781,106.50847381121166,-181.8848276198341,87.99327696950097
180,4231037,503.68650298673606,1.932231564771465,1.4382245738901256,-0.07665307560432767,97.21638977472661,-215.70060492675185,235.96570580823243
181,4239175,312.55001214200587,10.691788625220383,7.850564388094453,-0.12471629691119025,406.8590658000106,-354.65280586834433,30.752637113646678
182,4255709,147.7726202087695,15.927010342381216,13.516600048934645,0.17640506348377327,10.77579670942194,-8.900521409964012,159.34006692739598
183,4303966,26.992125996410266,13.193405348748641,9.038670830137349,0.5735981065717467,-94.96497238551143,-285.55955640415317,18.471549501402947
184,4331484,506.12252326933657,2.707595407871396,2.2876774748736874,0.12069647512795642,-282.2267217298597,-792.8978679873662,395.7485330907024
185,4338267,764.9280180563104,1.865117974910208,-0.2818244507718137,0.2498298759727901,320.66547365871554,-318.54646363711987,-41.46284040218761
186,4352616,855.8529422789096,8.241142070750389,4.7763557972148964,0.7403577476711143,-182.0219117072483,-344.3364016756708,-169.24251034580797
187,4367991,233.72312929735665,8.55387898546706,8.79694516050135,0.21584237155880195,-404.01634172941897,-22.73589475790827,262.6212966837733
188,4372288,875.6836333323567,6.618364000544692,7.315146216515299,0.0277231417685918,-126.65101228583893,15.371358249422288,149.3432071708436
189,4382227,286.8907880340202,7.322875686238808,8.107752343974518,-0.337542913420527,-169.11280393683074,-197.92120337648478,573.0732269733513
190,4400036,120.87334768654806,5.058842399609542,2.9112601363240964,-0.4077582290743264,388.3955392831194,-306.4727311847234,-31.699624810828308
191,4405959,396.89811107100405,18.69722535730116,9.193612352502116,0.03925975633879631,-112.66662959365362,-17.098880614914634,125.17427895174838
192,4434061,328.6983775346073,3.968770054993525,3.5061273678302234,-0.6112411016498065,381.47284630765176,129.55353032233162,-90.0510826930387
193,4443336,527.0398472218643,9.64217727216826,11.322997101812325,-0.17896425479638114,-255.9620442058609,137.21860458980532,-111.4052597899655
194,4443997,396.7430503305028,7.673933479887293,8.540634677214138,-0.028594236273760676,51.07896063367803,-247.57730274101903,-246.0812294264026
195,4447624,967.3526489482302,4.601957306028941,5.685172182262987,-0.38964317619584704,-74.4297940165322,81.67690982812985,75.2212308456999
196,4464743,952.389117845642,4.5704061891490415,4.222193558705165,0.07778548143117403,-414.60536738754564,-336.5564864183868,-130.82542321872594
197,4471397,282.13833095475337,4.493171492058641,3.340130505404181,-0.002085569791824288,488.4683312485176,-310.62034062652424,176.6420997666939
198,4496784,95.07687638180307,8.41152665377525,10.526627307360668,-0.2191187930254698,112.50152040534086,-730.7874906403604,-129.66419469155028
199,4510811,955.2316593821463,3.6237414591189214,2.369920540775148,-0.04428807743434255,-443.6106516693425,-177.9695643763816,-319.8742392467039
200,4535923,913.3892459374324,7.1163184212125605,7.5952427165698815,-0.1591036944739259,111.5301263553934,-413.18401423399627,175.94444473490327
201,4546431,458.6693766211757,5.608837338635922,6.085562489721128,-0.15305590400300118,-110.88888410920208,-162.27418039929674,367.8910883185636
202,4567817,193.80609222902146,5.304448040848522,6.561336822462107,0.4433221845672724,61.989399407961436,-23.27459914025672,66.56507546658196
203,4633167,418.87923793223155,11.111339798693932,10.2739759263241,0.34118085710197826,-329.9433575982428,187.94287621609436,25.608585136283963
204,4638333,142.08036471259925,2.044266221592582,1.8642813968802856,0.4726062981824411,14.77026590973206,-472.3616616518441,-56.888232881390095
205,4652694,483.7969652611415,15.784189252521738,8.187298069619228,0.3521536227924485,-209.40999848688648,137.41953319745596,21.439473901045602
206,4686143,11.856085970212085,12.198725300031324,9.559062083919406,-0.2543151706248535,-340.6809004137337,-258.6269916416792,-13.433196352920186
207,4696376,445.91297902620124,8.0667400088292,8.844458901698212,-0.3270946341811837,-620.085653399694,-235.3075084549301,29.99901249410801
208,4708694,530.2033431483088,8.496892853639238,6.8591199755361885,-0.2388950587533936,-339.661436627312,-89.95765809655,126.9829742778673
209,4781037,455.60064178675714,4.865680582588464,7.7862232619488525,-0.3083467323008184,384.3331028904389,-175.11073658654925,273.12720686533714
210,4800108,678.5282416104823,15.0133052309781,11.42009914474512,0.3030608071053119,-41.60848190494095,-446.0315368422628,446.8160581118788
211,4808013,619.4692067660225,2.569450995518011,3.7699187482546814,0.4707596872420986,222.55118194051695,-104.56961453731834,202.3246643390271
