,Unnamed: 0_level_0,age,r,phi,z,v_r,v_phi,v_z
,Unnamed: 0_level_1,[yr],[kpc],[rad],[kpc],[km/s],[km/s],[km/s]
0,41488,540.757726368537,6.428060417949427,4.753358004838393,0.004291930863415493,-197.1358635477704,-357.72783201379775,-421.1662235031306
1,65793,740.7809266893588,6.976598596645967,7.899663019819287,-0.14311195114924094,227.27480144066163,-589.7878166139726,-437.31409651721384
2,114615,627.188394520806,3.1735602865136903,6.091271584041017,-0.379395515254451,190.81088043690468,-294.07210135056096,-22.249414350795554
3,125066,897.0933549132901,4.122379003081915,1.897414264518324,-0.002439360208970971,-5.614002655068255,-193.2880042925513,70.82979045968858
4,129654,627.2866004858582,4.044674592686221,7.851544913880393,-0.16378799219850626,-299.4334527683185,-533.7889116378021,-174.9942199499559
5,148614,389.5355547489655,5.597921079758098,8.687875552093313,-0.000680354325918148,-25.903663503187705,-433.3559066201319,170.23353338584522
6,157761,830.1653642201603,11.275703120368586,6.9397079153452825,-0.023871594014653358,-222.53880292204246,-124.31928704750315,373.5414621477201
7,165295,134.68253599333843,3.21037323624938,0.9972522807794018,0.5482586725960883,155.93243408355343,146.87359528691485,182.74248412138854
8,179106,776.0853228386154,4.808161084341747,4.312583636857063,0.6316813873288729,114.02208222004946,-361.03179349268805,378.0533149899397
9,179792,236.41902331336794,5.75844385983485,9.48247562953192,0.16619388663510862,-338.83294248426347,-670.005650516284,158.73207542426204
10,183875,496.7377064723023,6.5561316542307315,9.253688516145848,-0.022494439122027636,441.90675335181436,29.98066188532683,-163.61904884402284
11,186070,841.8062982959843,8.72903960767487,10.620980292083598,-0.13231993138496592,-181.94050422356383,184.31143555503533,127.90526295562827
12,206476,947.5722109185119,6.89962865864412,5.0047160354156865,0.07543390335143907,242.4639239819029,-171.6415730011073,-528.9745112377099
13,210793,174.6464873324829,4.020864561071225,5.522827448758516,0.3757406457042255,-399.8677818732508,-247.80794848668103,0.4090341846912427
14,321986,990.4734242818532,7.0813604931856045,5.985787804136865,0.05717354914152201,-341.86319394164553,196.4880977037165,27.029279910246906
15,340112,136.56179540530258,8.073077345498866,8.077066072954729,0.04131149539210602,63.36228707604798,-209.5496740263144,-477.7250751866425
16,373339,770.4294695486693,5.423780982015132,8.19653604540388,-0.1867206943230558,-82.76258984185199,-700.2162999473748,0.7906390768785235
17,389606,720.2842262547538,4.502472793640265,5.5285643679172365,-0.1914635359434819,229.636020305251,-238.00257516529672,-213.4523430539507
18,511664,907.7050150680847,8.411346934595077,1.2743048901065692,0.001128310544024775,474.9075109242164,-150.46179798726533,-18.72286005472718
19,570443,290.41255302325237,3.3243821723261515,7.273800244190942,-0.10042102085506276,44.424045202088635,-696.1732136379044,111.88443988885416
20,589309,35.005575363777204,9.468101059429195,7.015255722580818,0.053630623711040215,0.3718625515134067,-236.23548559179616,-276.8159887377259
21,612670,900.0622107348689,11.788743497896006,10.322976882510261,0.28830941153139705,-377.5319171110099,-183.73077653279358,421.2844731932646
22,619883,466.4820496664236,6.3890183621562775,7.534137160608733,0.007518955557423997,-44.39977317186153,-116.6659502410846,-93.96808904567577
23,621264,865.8182775023877,10.468485839092578,6.5899026020811835,0.04673855519252842,82.63948931271419,-696.6520449299521,-323.95593559363294
24,696352,157.73165009016446,2.7628418969457766,2.1652072274604275,-0.0653009954874861,249.65113658590263,-205.35517332568355,-43.42335574331714
25,774396,458.1757095375528,10.823853774682838,8.103726087608397,-0.06796882337147574,-119.45773490890892,-331.0969551928912,-55.18185054702625
26,793600,89.05820534433298,14.209906546094803,7.6142383051499625,-0.0516443030455724,-168.30595207016182,-387.27085677871696,42.04586392010435
27,805980,350.04359273054564,9.492447215473367,10.556579689187092,0.07666934868538294,-110.58701278972187,-105.30031867718884,1.6481955281546232
28,813632,104.48048810730567,6.4470399275101915,8.935614106944023,-0.10569761302479094,333.7534463193528,-627.187772522191,155.13506594538794
29,825960,657.3565077679123,11.523677294039569,12.098941071908285,0.017684352153486446,-79.54093792484923,-641.9920286626997,205.3724690652876
30,837228,314.64739440930487,5.764233862089587,7.337021607956807,0.485099952758163,-109.36097901428396,-359.80684482039527,190.04084995208402
31,850941,830.635092779233,11.908353095815905,9.581289130437431,0.03741458937663045,-164.9192858779914,-18.735582396339762,-42.49189307040302
32,869800,190.75947923089885,4.273411442819357,2.410148318401972,0.3715114558360197,315.918270118693,-206.77954748790447,-426.6605884900482
33,879013,899.2033439404051,14.981967653900327,13.175254557540232,-0.3550643499856529,183.28871472943436,119.07061346613555,241.8274898115949
34,883761,349.1292985043087,9.258212636280046,5.683655649982867,0.07968132398748949,-429.9259077349929,-429.01865401093414,178.4653537098904
35,891098,569.3157667116168,3.0493307795152877,2.6426402643320777,0.3608197717257045,316.18150998079636,-350.94789297123583,152.116296996958
36,903370,131.43711617444401,3.154978919054225,1.5040678455294505,0.07139505325795759,-235.03249122260743,-86.27831487130979,-227.2901466957666
37,911186,155.30322632494094,2.7433963071488026,0.5863311708349149,-0.2713535573456631,-70.74439363740318,-186.6376490099966,220.5740053777245
38,961341,380.85924205351637,8.666220990620161,10.620886135210727,-0.14241529846350834,483.6958445908719,-82.99421232968199,374.38444328321134
39,965035,366.5251894928305,4.8645515625330935,4.037624576341609,-0.14271541292947434,-125.4448332048318,-23.33411439686386,6.88274329046054
40,1002769,42.78898514653411,1.2108593760832074,-2.9766013678314613,0.19462994029236935,-54.60706846815825,-194.55316303229503,-102.44746183551638
41,1037660,940.2781651761142,10.74973367023666,9.638411572139633,0.1839272474743433,-556.9238492747883,-581.6888089484884,30.719625547666887
42,1048234,835.9363346048973,8.873872689368383,10.790585678537054,-0.1469024167829977,325.8020749741445,-676.011522158744,-245.21480054440633
43,1054403,121.916378068797,1.5477950648544534,4.602035656249642,0.022640911750263826,89.24447809257447,-11.773507531629386,-128.86532056795576
44,1061991,92.04645930853764,2.417450840326597,-0.12501431256419207,0.09340676080304966,301.4074837128869,-322.780056789922,740.7423346922502
45,1080171,727.6959147732997,10.817911633209608,11.480582773951992,-0.09466102688278864,-301.1353665146371,-200.0342631967372,-3.91814280888187
46,1146276,470.0692630236954,9.464025210721246,7.503407188486794,0.2989655480526548,-276.9316684195658,-244.35453915743042,-47.352351017179444
47,1148694,842.5174182602826,10.272166695844616,8.984201934290892,-0.22513495076919648,-564.6877549699284,-320.6472181478327,360.9684838454576
48,1183219,546.6870879040641,2.2206922484221936,3.1180418912860413,-0.3743237754213861,-405.11402774299034,260.36808490446055,3.0098148711554824
49,1190923,457.75047931296456,13.455225918942512,9.542963209112314,0.09015172072129267,209.55153980192483,-73.34130193834527,280.07865647855135
50,1227712,755.9553357034446,8.2601520326283,5.538338938348439,-0.2600293186314378,-291.34620932164364,9.84297607318702,3.4720909705336664
51,1250116,329.59744993614726,12.059129203561135,6.7452788420623335,0.4844930480968947,-223.27849390403398,-493.00184331282435,-189.17744129960047
52,1253992,232.21793903665505,10.531347352920774,8.645452348797637,0.3908374705261735,87.10543375798586,-411.60058813623357,-120.38917221981824
53,1303710,939.3861267659144,10.870496560605712,8.91781630076183,-0.014398661040295632,399.9626298962248,-211.26624240912233,-625.6866704788238
54,1344834,645.9652125393046,2.6968645795979653,2.1543545016733336,0.1738109963249356,-284.3292271702647,-237.6168059915266,317.2796454305617
55,1353422,305.58633139080086,16.83217232309272,13.675845329529789,0.09664291398154863,-65.09916607177871,-460.70314771058037,-18.08692412331929
56,1396912,928.0346280942523,4.1028082951042215,8.006180950338047,-0.06773360556893226,3.661130003813173,-202.57972970552208,-270.2797854440329
57,1421232,726.9375315977333,5.2801276678165,2.944654847421015,0.07781324458173562,-294.38328268056887,-442.8077692658517,355.91819815055857
58,1440767,21.87518040830163,7.7199032463828265,5.828451948535602,-0.4469551770495605,200.30389191795032,-300.92669674226244,178.05977378408886
59,1488173,557.7495977491144,16.15940419766578,12.489007055882047,-0.14802388532166422,67.17648099089027,-644.3009362714846,241.64998144471488
60,1514840,51.92780351394806,7.442122307062543,4.97736340974837,0.11028426241184368,443.72528746752283,-255.1744169011572,-138.1483158804675
61,1528894,171.92451867428562,6.8652467423633725,9.450801177587527,0.2660411847008462,317.0904022776997,-43.93007505441533,-129.61472096959042
62,1534081,823.5972212043457,5.0382806065852614,3.1666551941831647,-0.02648744273314555,-175.21971121218482,-602.3747647952259,439.9022721713561
63,1576348,732.4168342115962,4.859786168544678,5.665212255045687,0.07601402019166882,232.7023447394376,-205.29118732743225,132.19989182211972
64,1576938,110.46648361196311,3.725227686586865,2.3808405481524924,-0.01655036045483105,-31.410734097749554,-280.8343488725021,-34.71861830910268
65,1619075,639.9901595859117,4.366364790259992,6.171768323272041,0.4082482058136506,10.305209500100538,127.74090814436977,-208.57210785554062
66,1633724,137.10121521457427,4.019671420791917,6.313376471069682,-0.20870887811520533,-502.4684712201471,-359.512852090898,159.71926030187367
67,1636012,754.6641130144824,6.991832499322258,4.842859643338811,-0.0137261996859264,-209.76288833723484,-293.75231043787437,7.840772406218166
68,1670965,437.74537194644614,2.6986096372892283,3.119361298215875,-0.22687717870703844,-189.59933497076614,-339.4692838324765,19.936587469907373
69,1685959,477.0298172574662,13.167698371413405,8.287604359624728,0.4797205435276667,216.1958700925176,-730.5655667664537,-88.69078142513145
70,1688957,317.27387767231085,6.738857386857925,7.4069424202467395,0.010397919647954857,126.97171161096571,543.208123397005,-230.35857944558043
71,1737398,796.5911778353593,15.744877197374567,11.864215018600664,0.10786507188142958,-140.47031012184422,-555.2360425055143,672.9192662459808
72,1756539,12.053457217135525,10.340977353041652,10.248044565799248,0.11173831989167733,29.73018662999087,-463.11040113327135,-572.8827724677304
73,1766156,141.88440654202785,9.255218488804424,5.83578227445395,-0.2535425828645103,337.0847054362547,-253.7913248024464,-138.2945475654579
74,1768693,223.88548892430103,9.424213880957073,7.86055375844058,-0.08249117078308596,245.5632089681453,-576.6786934335638,-503.2081169680913
75,1777068,473.1591035713873,9.635215767261627,10.662654845129802,0.3607196720996193,266.2062800264173,-215.2394571914681,-298.74648640928507
76,1792119,242.9560834780256,6.013604137454664,7.054093154375503,-0.028334078823675068,-119.31258613021956,-256.925737284699,-59.835653680837794
77,1820675,669.2002538797502,11.122642275209992,6.109624047625486,0.2443243840139337,254.65218022552372,-398.57962222774114,207.818924911406
78,1829400,717.1762674211612,9.327159216452763,7.372819733130678,0.0017695877232955734,365.7114383174854,-24.960935191724552,-342.24312873431387
79,1835475,903.0634685642231,8.068728421139845,5.194062446776486,0.08973006889683265,-353.3452799714292,-204.57446909834263,206.40211956741126
80,1848429,460.3781113346117,5.0630618453129035,7.604199306193807,-0.16175939867196304,-226.50397452035543,-465.6531230011854,-456.86978844928296
81,1850197,288.32695357327935,7.948315330061072,7.094490754342959,0.3499294341842539,142.09700941541638,-476.8257068962232,162.4118965565304
82,1860298,472.6770219273459,6.952603698204245,9.613570862609148,-0.053693984593958966,96.23824681833594,-542.8094052304981,-215.18557925161676
83,1874753,591.8842690979831,9.82904663836637,8.963909267684485,0.13877421571226842,75.73408527597654,-580.9172702865527,218.85713304582023
84,1907383,650.7842681368476,10.30270354788308,6.379565758170775,-0.08992391448241266,-65.42397230347416,-409.0784788811062,431.42188195275804
85,1907880,553.9747455337491,11.563760524698374,10.234704688649495,-0.06306658279826026,129.29068062503873,-546.8751055292372,32.592284950201844
86,1966487,885.397650076108,9.949480176230741,6.367623139740775,0.0040221979547401055,52.21748121055791,-88.47464974268337,-447.50609161453684
87,1985984,584.3884703426841,3.947753176102637,2.2414681725632493,-0.03889903224104811,192.83650654303668,-215.22345542636856,-287.4385479073502
88,2030189,343.0864937873191,11.947675630139148,10.223659469324502,0.06850892222497394,40.787763586644076,-364.6424422046295,-136.54537400032447
89,2038589,867.8525606705513,4.633422531538644,3.6494106145940632,0.07557424988967472,84.46432767189306,-351.13692964956414,40.43485417340426
90,2039740,953.8935239990852,11.215710408448267,10.26199408887107,-0.00761404030606946,-242.99364104799943,-16.391547327045007,80.13276808104439
