target:B_initial_log10_mean,target:P_initial_log10_mean,predicted:B_initial_log10_mean,predicted:P_initial_log10_mean
13.96895980834961,-0.7844054102897644,13.622325897216797,-1.0286943912506104
12.21873950958252,-0.5253336429595947,12.336209297180176,-0.5566651821136475
13.581913948059082,-1.2630716562271118,13.407357215881348,-1.0973044633865356
12.444611549377441,-0.698699951171875,12.480928421020508,-0.717134952545166
